"hotel_id","booking_id","customer_id","selling_price_local_currency","currency,to_usd_exchange_rate"
"1000060","1000108","8cc8959a-2aea-444b-ac2c-f3443eb29249","553","THB","0.033"
"1000352","1000109","ada517e9-19f7-4b21-bc9b-840236da54b6","876","SGD","0.76"
"1000396","1000110","3c740ec8-3ad9-4592-bc14-48c8d6b2fdb3","156","THB","0.033"
"1000216","1000111","607ba118-c991-4286-a0dc-56b312a16dbe","911","THB","0.033"
"1000283","1000112","afdb9085-4775-4d3b-a659-f90ce6f45802","16","THB","0.033"
"1000032","1000113","43a47577-2681-465f-b1e5-720257d6c1b0","176","THB","0.033"
"1000060","1000114","c7df8c3b-1793-4ff3-b6ae-be0ddf905a16","231","SGD","0.76"
"1000070","1000115","5fb3d4d8-fa86-400f-9948-bb073bb08541","134","SGD","0.76"
"1000371","1000116","e41900d5-42d3-4082-a486-ca917997690d","96","EUR","1.21"
"1000014","1000117","6781071c-3ba0-4ec1-8a1a-d7c90264e704","453","EUR","1.21"
"1000191","1000118","b90d7228-660f-4b68-9cd0-5ad18cf98085","240","SGD","0.76"
"1000328","1000119","3633f762-61fd-46b3-8e6e-c338c2c9eff3","65","EUR","1.21"
"1000281","1000120","1669f550-ef55-4370-b44f-d3e450cee2a7","65","SGD","0.76"
"1000077","1000121","def540e2-67e6-41b3-b2df-687719ec7fb9","254","THB","0.033"
"1000112","1000122","7ca526fc-d936-4f6a-bdff-47d1e1e02609","250","EUR","1.21"
"1000371","1000123","f17286dc-acd4-43c6-9602-dbc470690c17","283","THB","0.033"
"1000068","1000124","adaf5ca4-fdc9-48d0-9ca6-2faa95c7c6ac","785","EUR","1.21"
"1000042","1000125","baf890d0-3db6-4056-a7fa-fd11e73a07f1","731","EUR","1.21"
"1000259","1000126","d806a12d-915f-4f9e-8a95-645987cff43b","551","THB","0.033"
"1000351","1000127","1280b0e8-62c0-4a2f-bf3a-a8037b86807a","477","EUR","1.21"
"1000285","1000128","20b1b17b-9f05-415c-bf9a-12cd08616ea6","680","EUR","1.21"
"1000021","1000129","e93eb96d-3a49-4db3-b02b-c0a03ff5dbd6","829","THB","0.033"
"1000095","1000130","92e6ba36-4fd7-4855-b294-929601ddc641","514","EUR","1.21"
"1000045","1000131","e9d6de02-d830-44f3-b45d-d8839bfc04c7","497","EUR","1.21"
"1000299","1000132","bb1b38c8-02f6-46f9-ac59-9c8176946048","81","SGD","0.76"
"1000359","1000133","f69ade76-55d4-4e51-8a61-b0ae00deea6a","843","THB","0.033"
"1000062","1000134","e228c238-58e1-42b0-8493-d30cda59ea0e","999","SGD","0.76"
"1000336","1000135","19b1f308-bbb4-4689-9a14-ac018c67e926","826","THB","0.033"
"1000389","1000136","b176ad41-1d17-455e-b170-47e8fe28f569","967","THB","0.033"
"1000271","1000137","ed03a12a-ea5f-4dc1-94ea-5958bfcdfc84","527","EUR","1.21"
"1000168","1000138","eeacf50b-780f-4d04-9bab-ae0b9dea5cda","946","THB","0.033"
"1000164","1000139","a75ed32d-44db-43da-822e-30aa30439435","962","SGD","0.76"
"1000166","1000140","0a2f84f9-55e1-4d88-894b-ca12fadbc2c3","384","EUR","1.21"
"1000303","1000141","7e404414-6ee1-43b9-8f83-c9eeaaf135ce","648","EUR","1.21"
"1000285","1000142","eb61b316-e109-4a19-9f5a-ca5e8c4aefe2","78","THB","0.033"
"1000374","1000143","7fc60b13-9a78-4931-9ff1-60ca9579c120","281","EUR","1.21"
"1000054","1000144","ea6b4667-ea7b-4d7b-a53e-10920c02a3eb","321","THB","0.033"
"1000186","1000145","f17286dc-acd4-43c6-9602-dbc470690c17","143","SGD","0.76"
"1000314","1000146","bbd90884-b28a-407d-850b-50ec7bb34a8f","799","THB","0.033"
"1000374","1000147","2bf8e9a1-e435-4443-b847-90b3e8f23f1b","444","THB","0.033"
"1000219","1000148","fd917551-c3aa-493d-b649-58017b5533de","167","EUR","1.21"
"1000090","1000149","7b9bdc2b-0904-4e8b-ad42-1d2b4061dd87","738","SGD","0.76"
"1000225","1000150","923ac891-722f-44cd-8d64-d9251a3b760a","559","SGD","0.76"
"1000008","1000151","8a512897-588f-4484-aecc-8bd84c799dab","287","SGD","0.76"
"1000006","1000152","2891bc50-3e70-479a-b646-7f0598f7562a","231","SGD","0.76"
"1000171","1000153","b99532ff-b923-4e00-8232-629596c8854a","642","SGD","0.76"
"1000073","1000154","a61d1d1f-07f3-4eeb-88f9-07fcb7a3a332","501","EUR","1.21"
"1000297","1000155","a7215120-a391-4f8d-8675-17fdf0297e4b","508","EUR","1.21"
"1000083","1000156","9019505b-989c-4b62-b0d1-8030c75d54a3","807","SGD","0.76"
"1000383","1000157","1840dbc3-ee5e-4849-a1cf-962da1d21340","678","SGD","0.76"
"1000117","1000158","3d965b3f-ffed-4faa-8406-1f9c91d56f7e","749","EUR","1.21"
"1000398","1000159","59b398ed-97f0-4bd2-a434-122cabe27691","413","THB","0.033"
"1000187","1000160","d3dac55b-9430-4a7e-9a60-bb354014699c","892","EUR","1.21"
"1000014","1000161","6a8806ed-815d-4b8e-844c-d177f18c98cc","252","SGD","0.76"
"1000105","1000162","55f34e37-0dac-4ade-8853-ce8f0f59b1be","390","SGD","0.76"
"1000048","1000163","f50d44b8-29d3-4232-bbbe-a1c90225e2fd","802","SGD","0.76"
"1000053","1000164","d3dac55b-9430-4a7e-9a60-bb354014699c","16","THB","0.033"
"1000350","1000165","ed532f2b-0d61-4f0d-a9c1-ee11f4a9cfd7","522","EUR","1.21"
"1000098","1000166","1b69f191-5a38-42c9-9b4e-3a8da2b02830","772","THB","0.033"
"1000081","1000167","ff70afe5-1d4d-410b-b6e3-3bbf02df430a","866","THB","0.033"
"1000105","1000168","c9b98931-9d85-4b15-886f-7751532402fa","602","EUR","1.21"
"1000301","1000169","71078d59-3bf5-48bf-9fb9-d177dee311e6","305","SGD","0.76"
"1000196","1000170","f2bff471-d19a-4068-ba2c-658d3a8859a0","512","EUR","1.21"
"1000127","1000171","0176eb0b-e21f-4c86-a9ce-b2ce9eab71c3","113","SGD","0.76"
"1000321","1000172","8e373775-56b0-4ccf-b338-9393e0f766a5","762","THB","0.033"
"1000186","1000173","1b475181-d32c-4b97-9580-ad5d0cb2b648","509","EUR","1.21"
"1000330","1000174","a0beb8ce-f465-484e-b12c-aeb33f74de55","474","SGD","0.76"
"1000049","1000175","7c00b027-05f1-4d84-a54b-e2d4bdbe76b7","357","SGD","0.76"
"1000191","1000176","41c8066b-64bd-49f4-8f2c-f27f51c387af","692","THB","0.033"
"1000204","1000177","eb6816b4-fc3a-438f-bce1-7445954af51c","851","SGD","0.76"
"1000401","1000178","8308cc34-b8b1-4ce9-9318-ef294da7e7dd","70","SGD","0.76"
"1000248","1000179","b6d0b9dc-9595-43f7-ab62-d56a21be0094","507","THB","0.033"
"1000006","1000180","db4cadf5-49d9-4456-b869-79ba41d10dab","3","EUR","1.21"
"1000191","1000181","429c3487-0c13-4d13-87d7-1fa978304637","504","SGD","0.76"
"1000171","1000182","b0810faf-a4ce-4ca9-8bb2-ea539c6378fb","48","THB","0.033"
"1000078","1000183","c993b79f-f495-4c02-8f64-f23522d4e016","961","SGD","0.76"
"1000211","1000184","b9637fff-ad2b-4510-bf09-81d1f70d7322","956","SGD","0.76"
"1000304","1000185","22cd5f2a-6f06-4ad7-b871-a654d76dc472","587","SGD","0.76"
"1000027","1000186","eead6e50-730b-4269-8902-00881e5ef102","857","EUR","1.21"
"1000136","1000187","ac874a56-837f-4a70-8e71-1d680ee20bbb","197","SGD","0.76"
"1000118","1000188","65d63c31-2340-4768-b790-c7a33e6b709b","781","EUR","1.21"
"1000241","1000189","c1d7c4f4-3ca7-48f9-8168-7f3d6e67879e","603","EUR","1.21"
"1000169","1000190","8c1adbae-911d-4e70-9ea6-e36b01cbce9e","160","SGD","0.76"
"1000281","1000191","a7195127-f9da-41ca-9c20-244707aa49c3","317","THB","0.033"
"1000252","1000192","e682fcbf-58a3-4f0d-85bb-f2a33e06e4b9","548","THB","0.033"
"1000368","1000193","027e55c8-2491-4d6d-8849-402d2decc6f3","123","EUR","1.21"
"1000273","1000194","cca61eb8-eeff-40a0-89d1-b48a11421c69","779","THB","0.033"
"1000155","1000195","8a5a8293-0193-420b-945a-407e8f657fc4","929","SGD","0.76"
"1000397","1000196","cf8a53e8-4e15-40a3-b529-9b87caf6d880","133","SGD","0.76"
"1000301","1000197","caf71d69-8dc6-4a64-9579-320c866a02c9","526","EUR","1.21"
"1000342","1000198","9d9b8234-839e-45d6-b62c-b67c1d2f8b83","348","SGD","0.76"
"1000034","1000199","ac874a56-837f-4a70-8e71-1d680ee20bbb","333","SGD","0.76"
"1000067","1000200","26f3e00a-d863-42f7-936e-05ecdaa6f2a7","324","SGD","0.76"
"1000073","1000201","70ffda78-7a35-4e03-8ac8-c8a9c952c4ae","900","THB","0.033"
"1000184","1000202","aeeb33d5-4492-471e-801f-42482070ba77","782","THB","0.033"
"1000209","1000203","cb3133ec-79f3-4b66-a438-c0aa13836c07","778","EUR","1.21"
"1000096","1000204","1b51a2e5-f2cb-499a-8d1d-ee054376b051","338","EUR","1.21"
"1000357","1000205","e0733724-7561-4088-832e-38e0576443da","902","THB","0.033"
"1000140","1000206","d63ea468-6e75-4070-a0e8-cd3e5f0890de","566","EUR","1.21"
"1000385","1000207","e9339320-8241-4bd0-8872-8dd09b1627d8","407","SGD","0.76"
"1000386","1000208","431ec550-4c2a-417e-a1ed-2bff25d4fba9","117","THB","0.033"
"1000274","1000209","3704d792-182e-4c37-af7f-ce19865f4201","224","THB","0.033"
"1000225","1000210","0b52fd36-f56c-4e76-9357-84c18abec5a0","811","SGD","0.76"
"1000073","1000211","afaad5de-3878-40d7-9cef-b26b21bb2ceb","29","SGD","0.76"
"1000188","1000212","01fb8191-9513-42b6-905a-d0e50a1a8e7b","841","EUR","1.21"
"1000126","1000213","a6eac40c-f548-4c98-9df0-dd8273fa9fd0","877","SGD","0.76"
"1000131","1000214","f17286dc-acd4-43c6-9602-dbc470690c17","315","SGD","0.76"
"1000007","1000215","c8787838-c2c6-478f-8324-addab0ae62f9","185","THB","0.033"
"1000098","1000216","def540e2-67e6-41b3-b2df-687719ec7fb9","266","THB","0.033"
"1000003","1000217","b5605f09-124e-4b87-8548-fe23d04c8f6a","169","EUR","1.21"
"1000233","1000218","d0e64943-9068-448e-9a0b-3704587e08d5","771","THB","0.033"
"1000392","1000219","fd917551-c3aa-493d-b649-58017b5533de","913","EUR","1.21"
"1000259","1000220","01ab5eaf-bbf9-4e2c-a6da-342cd0b2b740","148","THB","0.033"
"1000246","1000221","c9b90588-858c-4ef0-984b-0cc377a255f1","767","SGD","0.76"
"1000393","1000222","2c58b76b-3fdf-4139-bdd4-0d25dfc1ec6a","973","THB","0.033"
"1000379","1000223","40498b07-bfd9-4cfb-a06f-7532cdd07a28","114","THB","0.033"
"1000170","1000224","b6c4b693-c18e-4aca-99f2-8be6fc20f442","455","EUR","1.21"
"1000150","1000225","61a6c1c3-731d-4abb-87f1-1e1c9c4b2617","541","SGD","0.76"
"1000160","1000226","b6c4b693-c18e-4aca-99f2-8be6fc20f442","789","THB","0.033"
"1000087","1000227","7b9bdc2b-0904-4e8b-ad42-1d2b4061dd87","509","EUR","1.21"
"1000385","1000228","89d2deba-ccaa-46cc-93ef-c36511c13e08","924","THB","0.033"
"1000322","1000229","dc3c6ce6-462e-4857-8e6d-600c9c34c37f","59","EUR","1.21"
"1000139","1000230","24fb52e3-4b57-411d-8b19-c5a1b986f4b7","903","SGD","0.76"
"1000131","1000231","f06a5f5e-78ca-416b-8c47-c6083476f601","889","SGD","0.76"
"1000012","1000232","a02cccdd-2a6c-4fa9-bffd-bd8eb59ed8a5","481","EUR","1.21"
"1000368","1000233","b5605f09-124e-4b87-8548-fe23d04c8f6a","7","THB","0.033"
"1000288","1000234","1a228ec6-2445-47a6-abd3-4132788afa4b","962","THB","0.033"
"1000184","1000235","1601c2c8-2e70-4b54-bf67-639151d2facd","315","EUR","1.21"
"1000351","1000236","325d5419-fdd2-42ac-b281-68738a6cfe98","657","EUR","1.21"
"1000102","1000237","3b81d2bb-e3ef-4668-8c80-c2bb8c09095e","653","THB","0.033"
"1000297","1000238","16cf711d-9483-48f5-90ec-3f5e2dc194a6","881","EUR","1.21"
"1000211","1000239","f5837db5-b938-41ef-9807-63e9da4b30e9","491","THB","0.033"
"1000064","1000240","472e2502-a940-4001-acb9-35ef72ca635b","557","EUR","1.21"
"1000132","1000241","cda6a80a-2b0d-482e-9800-30b2f29ba7b5","558","THB","0.033"
"1000065","1000242","90a38fe3-f112-4f47-9085-5f48f91685eb","708","SGD","0.76"
"1000092","1000243","9a9465a6-c50f-4fae-b83b-db5e66e7e6f8","748","EUR","1.21"
"1000315","1000244","b0810faf-a4ce-4ca9-8bb2-ea539c6378fb","388","THB","0.033"
"1000095","1000245","7b478829-481c-405e-bee2-077c788e83ea","149","EUR","1.21"
"1000375","1000246","472e2502-a940-4001-acb9-35ef72ca635b","379","EUR","1.21"
"1000355","1000247","1cfc8642-2659-442a-9101-490f6196a3f4","774","SGD","0.76"
"1000140","1000248","bbbc1894-55fb-48ab-80aa-497391442334","832","THB","0.033"
"1000322","1000249","ad5bab70-fa3f-4c23-beed-55ddde777a77","682","EUR","1.21"
"1000395","1000250","f2bff471-d19a-4068-ba2c-658d3a8859a0","445","THB","0.033"
"1000357","1000251","a7195127-f9da-41ca-9c20-244707aa49c3","271","EUR","1.21"
"1000143","1000252","9de9a8ff-f825-4c05-9750-9e7a08b9c47d","390","THB","0.033"
"1000192","1000253","9e31616f-00ce-4b37-9e9b-22c958570fcc","663","SGD","0.76"
"1000401","1000254","376080ec-30be-412d-84a4-9cf647eb805c","879","SGD","0.76"
"1000320","1000255","b176ad41-1d17-455e-b170-47e8fe28f569","67","THB","0.033"
"1000310","1000256","08659633-12d7-400d-9888-24d9ad82781e","212","SGD","0.76"
"1000052","1000257","b4477aca-3055-4b91-837c-455f3577cb1c","539","THB","0.033"
"1000397","1000258","6c1ff281-72ad-42ef-9cc6-5a4c51a28223","260","SGD","0.76"
"1000350","1000259","f57e85f3-b496-49fb-9093-d54db5b9fc6e","785","EUR","1.21"
"1000213","1000260","0bfb9184-f03f-41a9-a85f-0b821468a62f","28","THB","0.033"
"1000399","1000261","dd660494-593b-4c7c-b645-04374a27dcab","364","SGD","0.76"
"1000023","1000262","4ca72801-baa9-4380-9394-1d6118e99790","60","THB","0.033"
"1000233","1000263","ba926bc8-5d1b-433b-8864-b9ac23e31cc4","207","EUR","1.21"
"1000128","1000264","9acfac24-9a0e-4724-bfc4-cc90ed842719","481","EUR","1.21"
"1000165","1000265","c8787838-c2c6-478f-8324-addab0ae62f9","935","THB","0.033"
"1000214","1000266","101f095f-02f1-4029-8b8d-71e43d05ef44","584","THB","0.033"
"1000181","1000267","b8b21b6f-87a1-47f4-ba09-ef4097ff9132","868","EUR","1.21"
"1000335","1000268","ca9b450e-0a68-4e41-8aff-863916359b10","826","THB","0.033"
"1000113","1000269","f2adc0ef-f454-4941-bd9b-cb08ba7dba0e","999","EUR","1.21"
"1000140","1000270","6c562513-69f8-45d6-954f-a1eb1167c124","468","EUR","1.21"
"1000233","1000271","1b5f39e3-22f8-457b-ab98-b34791b78fad","911","SGD","0.76"
"1000357","1000272","132413c0-8fe7-42be-892b-dc44bce2ffed","688","SGD","0.76"
"1000044","1000273","33ee379f-5bdb-4b79-8ea4-e38a3247cf79","258","THB","0.033"
"1000222","1000274","22cd5f2a-6f06-4ad7-b871-a654d76dc472","75","THB","0.033"
"1000383","1000275","6525902f-a0ae-473e-929c-65d9621fa91f","193","SGD","0.76"
"1000039","1000276","e937e199-8696-43a2-ba86-7939fa243247","888","THB","0.033"
"1000204","1000277","7ac534a5-ec17-48a4-9149-cc260ee3a653","426","SGD","0.76"
"1000158","1000278","01be2923-e4c2-4798-af04-7d6a03933d49","446","THB","0.033"
"1000004","1000279","600552ac-cb69-48e3-8da6-4453e5af4b77","557","THB","0.033"
"1000207","1000280","fbe96447-f0d9-47a0-ab4b-c7673486a65d","976","SGD","0.76"
"1000341","1000281","0baac928-b8b4-4118-843f-111a84beea51","484","THB","0.033"
"1000337","1000282","ab32ae34-35a9-424d-9e84-7e2266ee4330","25","THB","0.033"
"1000401","1000283","55f34e37-0dac-4ade-8853-ce8f0f59b1be","970","THB","0.033"
"1000051","1000284","bd24a4f2-dd71-4a63-a389-eaa1bf9fd25d","653","SGD","0.76"
"1000086","1000285","72472d96-2e54-4094-bf14-97d588256a25","395","SGD","0.76"
"1000389","1000286","7ca526fc-d936-4f6a-bdff-47d1e1e02609","376","EUR","1.21"
"1000306","1000287","b90d7228-660f-4b68-9cd0-5ad18cf98085","379","THB","0.033"
"1000334","1000288","41442ca1-c3ee-4f71-b2e5-414123bafd2e","696","THB","0.033"
"1000004","1000289","431ec550-4c2a-417e-a1ed-2bff25d4fba9","263","SGD","0.76"
"1000011","1000290","ba420025-5bd3-45bd-9473-7397840e39ce","214","EUR","1.21"
"1000077","1000291","0baac928-b8b4-4118-843f-111a84beea51","425","THB","0.033"
"1000395","1000292","d9f21152-6dce-4471-8b9f-866802fdb0e1","744","EUR","1.21"
"1000291","1000293","31005e50-3ab3-42d3-a341-7ce9de10a810","30","THB","0.033"
"1000291","1000294","f39667e2-3d39-4a25-8e74-ed91f266b459","52","THB","0.033"
"1000391","1000295","431ec550-4c2a-417e-a1ed-2bff25d4fba9","738","SGD","0.76"
"1000319","1000296","923ac891-722f-44cd-8d64-d9251a3b760a","220","SGD","0.76"
